OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
721,1452,108627268,47.697883333299998,-122.280005000000003,.,,3064838.0000000,,3064838,,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838,,,10,,Everett,Series,No ,,,12.0000000,25.0000000,35.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064838,21113662,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0210000,0.0070000,0.0000000,0.0640000,0.0640000,15,89,68,1,10,100,3064838,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113662,7290527
722,1453,108627321,47.699346666700002,-122.296013333299996,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0900000,0.0540000,0.0000000,0.0870000,0.0900000,15,89,68,1,10,100,3064837,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21113657,7290542
723,1454,108627364,47.704516666700002,-122.285430000000005,.,,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0930000,0.0570000,0.0000000,0.0890000,0.0930000,15,89,68,1,10,100,3064836,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113646,7290543
724,1455,108627414,47.711024999999999,-122.281136666699993,.,,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0930000,0.0570000,0.0000000,0.0890000,0.0930000,15,89,68,1,10,100,3064836,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113646,7290543
725,1456,108627665,47.714174999999997,-122.280303333299997,.,,3064838.0000000,,3064838,,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838,,,10,,Everett,Series,No ,,,12.0000000,25.0000000,35.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064838,21113662,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0210000,0.0070000,0.0000000,0.0640000,0.0640000,15,89,68,1,10,100,3064838,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113662,7290527
726,1457,108627812,47.731929999999998,-122.289445000000001,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0900000,0.0540000,0.0000000,0.0870000,0.0900000,15,89,68,1,10,100,3064837,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21113657,7290542
727,1458,108628000,47.694171666700001,-122.275558333299998,.,,3064836.2500000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0930000,0.0570000,0.0000000,0.0890000,0.0930000,15,89,68,1,10,100,3064836,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113646,7290543
728,1459,108640007,47.370449999999998,-122.245728333299994,.,,1389444.0000000,,1389444,,Pk,Pilchuck fine sandy loam,,1.0000000,1.0000000,,92,92,Occasional,Occasional,0,4.0000000,8.0000000,11.4700003,13.4700003,Excessively drained,Excessively drained,B,,98,3,98,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.0030000,Slight,0,1.0000000,1389444,,,98,,Pilchuck,Series,Yes,,,0.0000000,1.0000000,2.0000000,,,,,3,86,3,,,,,No,Excessively drained,0.0000000,30.0000000,60.0000000,180,0,180,"flood plains, terraces",,0.1600000,,9.0000000,10.0000000,11.0000000,889,1207,1524,,,,160,185,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Low,Low,"Mixed, mesic Dystric Xeropsamments",Entisols,Psamments,Xeropsamments,Dystric Xeropsamments,not used,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389444,20797332,,7.8400002,23.5200005,47.0400009,34.0099983,19.6000004,0.7800000,31.3600006,47.0400009,112.4100037,132.0099945,132.7899933,4.9000001,14.6999998,29.3999996,49.0000000,49.0000000,1.9600000,19.6000004,29.3999996,98.0000000,147.0000000,148.9600067,98,661.0000000,1982.0000000,3965.0000000,2772.0000000,660.0000000,26.0000000,2643.0000000,3965.0000000,9380.0000000,10040.0000000,10067.0000000,5.0000000,15.0000000,29.0000000,49.0000000,49.0000000,2.0000000,20.0000000,29.0000000,98.0000000,147.0000000,149.0000000,98,0.5560000,0.2910000,0.0010000,0.5540000,0.5560000,98,150,135,1,,98,1389444,,NRCS Forestland Site,Ecological Site Description Database,F002XA008WA,Puget Lowlands Riparian Forest,20797332,7133316
729,1460,108658033,47.468082709999997,-122.225432679999997,.,,1389462.0000000,,1389462,,Ur,Urban land,,3.0000000,3.0000000,,,,,,0,,,,,,,,,100,8,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,1389462,,,100,,Urban land,Miscellaneous area,Yes,,,0.0000000,3.0000000,5.0000000,,,,,,,,,,,,No,,,,,180,0,180,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389462,20797393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,1389462,,,,,,,
730,1461,108759155,47.440452630000003,-122.192907030000001,.,,1389410.0000000,,1389410,,AmB,"Arents, Alderwood material, 0 to 6 percent slopes",,3.0000000,3.0000000,,56,,None,None,0,2.2500000,4.5000000,5.9400001,5.9400001,Moderately well drained,Moderately well drained,B/D,,100,4,100,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0360000,Slight,0,1.0000000,1389410,,,100,,Arents,Taxon above family,Yes,,Alderwood material,0.0000000,3.0000000,6.0000000,,,,,3,56,5,,,,,No,Moderately well drained,50.0000000,150.0000000,180.0000000,180,0,180,till plains,,0.3000000,,10.0000000,10.0000000,10.0000000,889,1207,1524,,,,150,175,200,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,Moderate,High,Mesic Arents,Entisols,Arents,,,not used,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389410,20797255,,4.5000000,13.5000000,27.0000000,14.3999996,0.0000000,0.0000000,18.0000000,27.0000000,59.4000015,59.4000015,59.4000015,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,219.0000000,658.0000000,1316.0000000,1741.0000000,1529.0000000,61.0000000,877.0000000,1316.0000000,3934.0000000,5463.0000000,5524.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.4260000,0.2790000,0.0010000,0.4890000,0.4890000,100,66,59,1,,100,1389410,,,,,,,
731,1462,108762480,45.750184378000000,-121.652809105299994,.,,1385544.0000000,,1385544,,22,"Chemawa loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,,,None,None,0,4.5000000,9.1400003,18.6399994,28.1399994,Well drained,Well drained,B,,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,0.6330000,1385544,,,100,,Chemawa,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,5,56,5,,,,,No,Well drained,244.0000000,503.0000000,762.0000000,180,0,180,"mountain slopes, terraces",,0.2300000,,8.0000000,9.0000000,9.0000000,1143,1397,1651,,,,110,135,160,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Moderate,"Ashy, amorphic, mesic Humic Vitrixerands",Andisols,Xerands,Vitrixerands,Humic Vitrixerands,ashy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1385544,21077095,,9.0000000,27.0000000,55.4000015,95.0000000,95.0000000,3.8000000,36.0000000,54.0000000,186.3999939,281.3999939,285.2000122,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,604.0000000,1812.0000000,2916.0000000,3513.0000000,3513.0000000,141.0000000,2416.0000000,3624.0000000,8845.0000000,12358.0000000,12499.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.6350000,0.4980000,0.0010000,0.6520000,0.6520000,100,150,281,0,,100,1385544,,NRCS Forestland Site,Ecological Site Description Database,F006XC003WA,"Cool Frigid Moist Xeric Mountain Slopes (Grand fir Cool, Moist Shrub /Herb)",21077095,7251494
732,1463,108763058,45.749996525800000,-121.652830878900005,.,,1385544.0000000,,1385544,,22,"Chemawa loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,,,None,None,0,4.5000000,9.1400003,18.6399994,28.1399994,Well drained,Well drained,B,,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,0.6330000,1385544,,,100,,Chemawa,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,5,56,5,,,,,No,Well drained,244.0000000,503.0000000,762.0000000,180,0,180,"mountain slopes, terraces",,0.2300000,,8.0000000,9.0000000,9.0000000,1143,1397,1651,,,,110,135,160,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Moderate,"Ashy, amorphic, mesic Humic Vitrixerands",Andisols,Xerands,Vitrixerands,Humic Vitrixerands,ashy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1385544,21077095,,9.0000000,27.0000000,55.4000015,95.0000000,95.0000000,3.8000000,36.0000000,54.0000000,186.3999939,281.3999939,285.2000122,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,604.0000000,1812.0000000,2916.0000000,3513.0000000,3513.0000000,141.0000000,2416.0000000,3624.0000000,8845.0000000,12358.0000000,12499.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.6350000,0.4980000,0.0010000,0.6520000,0.6520000,100,150,281,0,,100,1385544,,NRCS Forestland Site,Ecological Site Description Database,F006XC003WA,"Cool Frigid Moist Xeric Mountain Slopes (Grand fir Cool, Moist Shrub /Herb)",21077095,7251494
733,1464,108763659,45.750138813299998,-121.651626819499995,.,,1385544.0000000,,1385544,,22,"Chemawa loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,,,None,None,0,4.5000000,9.1400003,18.6399994,28.1399994,Well drained,Well drained,B,,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,0.6330000,1385544,,,100,,Chemawa,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,5,56,5,,,,,No,Well drained,244.0000000,503.0000000,762.0000000,180,0,180,"mountain slopes, terraces",,0.2300000,,8.0000000,9.0000000,9.0000000,1143,1397,1651,,,,110,135,160,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Moderate,"Ashy, amorphic, mesic Humic Vitrixerands",Andisols,Xerands,Vitrixerands,Humic Vitrixerands,ashy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1385544,21077095,,9.0000000,27.0000000,55.4000015,95.0000000,95.0000000,3.8000000,36.0000000,54.0000000,186.3999939,281.3999939,285.2000122,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,604.0000000,1812.0000000,2916.0000000,3513.0000000,3513.0000000,141.0000000,2416.0000000,3624.0000000,8845.0000000,12358.0000000,12499.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.6350000,0.4980000,0.0010000,0.6520000,0.6520000,100,150,281,0,,100,1385544,,NRCS Forestland Site,Ecological Site Description Database,F006XC003WA,"Cool Frigid Moist Xeric Mountain Slopes (Grand fir Cool, Moist Shrub /Herb)",21077095,7251494
