id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
85298626,2021/06/29 9:10 AM UTC,2021-06-29,2021-06-29 09:10:00 UTC,UTC,2015364,jey42,2021-07-02 03:31:59 UTC,2021-09-07 16:21:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85298626,https://inaturalist-open-data.s3.amazonaws.com/photos/140323197/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",48.9724433333,-125.6077666667,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),,60-99% of the canopy is unhealthy,More than 10,80,Not sure,No selection,Medium (can wrap arms around trunk),Other,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,10,Yes,"At Wya Point campsite (developed within last 15 years), all the trees in the area are near roads. 50% of branches were dead, remaining were thin and didn't have much foliage. A few thinner trees in area were dead."
85409524,2021/06/29 11:28 AM UTC,2021-06-29,2021-06-29 11:28:00 UTC,UTC,2015364,jey42,2021-07-03 00:48:05 UTC,2021-09-07 16:20:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85409524,https://inaturalist-open-data.s3.amazonaws.com/photos/140521958/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",49.07611,-125.8455666667,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,No selection,Small (can wrap hands around trunk),Other,Other,"None - natural forest, far from development",Other,,Area is flat (e.g. field),No,This is the first time I have seen this tree,120,Yes,"In a thin strip of trees between the beach and an inland sand dune area before the slope rises steeply inland.  Very low elevation (just slightly above high tide line), sandy soil. Rough and steep (""unsactioned"") trail to get there, so there is likely less foot traffic than at other areas."
85418178,2021-06-24 11:04:30,2021-06-24,2021-06-24 18:04:30 UTC,UTC,4516836,benito_jones,2021-07-03 02:33:23 UTC,2021-09-07 16:20:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85418178,https://inaturalist-open-data.s3.amazonaws.com/photos/140539259/medium.jpeg,,"",,1,0,false,2,"Strathcona, CA-BC-CX, CA-BC, CA",49.63255944,-125.52924102,28,,,,28,,open,false,,,,Comox-Strathcona,,Canada,British Columbia,Comox-Strathcona,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,1,30,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Seasonally flooded area,,Floodplain or valley bottom,No selection,No selection,,No Selection,"tip of branches die-off, lots of moss and lichens"
85418346,2021-06-26 11:35:41,2021-06-26,2021-06-26 18:35:41 UTC,UTC,4516836,benito_jones,2021-07-03 02:34:22 UTC,2021-09-07 16:20:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85418346,https://inaturalist-open-data.s3.amazonaws.com/photos/140539432/medium.jpeg,,"",,1,0,false,2,"Comox-Strathcona, CA-BC, CA",49.87408824,-126.16391271,18,,,,18,,open,false,,,,Comox-Strathcona,,Canada,British Columbia,Comox-Strathcona,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,0,2,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Seasonally flooded area,,Lower slope,No selection,No selection,,No Selection,"Muchalat lake rec are, the tree is 10m from lake shire"
85418435,2021-06-27 15:18:42,2021-06-27,2021-06-27 22:18:42 UTC,UTC,4516836,benito_jones,2021-07-03 02:35:52 UTC,2021-09-07 16:20:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85418435,https://inaturalist-open-data.s3.amazonaws.com/photos/140539704/medium.jpeg,,"",,1,0,false,2,"Comox-Strathcona, CA-BC, CA",50.27450204,-125.42484272,6,,,,6,,open,false,,,,Comox-Strathcona,,Canada,British Columbia,Comox-Strathcona,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,Not sure,No selection,Small (can wrap hands around trunk),Rural,Forest edge,"None - natural forest, far from development",Other,,Floodplain or valley bottom,No selection,No selection,,No Selection,"ocean side, 2 meters from upper beach"
85418556,2021-06-27 15:23:20,2021-06-27,2021-06-27 22:23:20 UTC,UTC,4516836,benito_jones,2021-07-03 02:37:26 UTC,2021-09-07 16:20:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85418556,https://inaturalist-open-data.s3.amazonaws.com/photos/140539921/medium.jpeg,,"",,1,0,false,2,"Comox-Strathcona, CA-BC, CA",50.27416385,-125.42346533,5,,,,5,,open,false,,,,Comox-Strathcona,,Canada,British Columbia,Comox-Strathcona,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,80,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"None - natural forest, far from development",Other,,Other (please describe in Notes),No selection,No selection,,No Selection,"Growing on the beach, kelp line goes upntobtgr trunk"
85669427,2021-07-02,2021-07-02,,Pacific Time (US & Canada),4639627,zhanranshi,2021-07-04 20:03:43 UTC,2021-07-04 23:32:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85669427,https://inaturalist-open-data.s3.amazonaws.com/photos/140991832/medium.jpeg,,"","",1,0,false,,cloverdale,49.115794,-122.770745,67,,,,67,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,No selection,Not sure,No selection,,No Selection,
85693634,Sun Jul 04 2021 13:54:51 GMT-0700 (PDT),2021-07-04,2021-07-04 20:54:51 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,2021-07-04 23:01:30 UTC,2021-07-04 23:03:36 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/85693634,https://inaturalist-open-data.s3.amazonaws.com/photos/141036261/medium.jpg,,"","",0,0,true,3,"31st Ave NE, Seattle, WA, US",47.672925,-122.2943116667,15,,,,15,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,No selection,"",No Selection,""
85694678,Sun Jul 04 2021 13:46:21 GMT-0700 (PDT),2021-07-04,2021-07-04 20:46:21 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,2021-07-04 23:10:23 UTC,2021-07-04 23:11:44 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/85694678,https://inaturalist-open-data.s3.amazonaws.com/photos/141038252/medium.jpg,,"","",0,0,true,3,"27th Ave NE, Seattle, WA, US",47.67402,-122.298425,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',,1-29% of the canopy is unhealthy,2-3,10,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,No selection,"",No Selection,One leader appeared slightly unhealthy. May be related to the heatwave
85830468,2021-07-04 15:09:22,2021-07-04,2021-07-04 15:09:22 UTC,UTC,3860770,jaahljuu,2021-07-05 21:43:59 UTC,2021-09-07 16:17:07 UTC,research,,https://www.inaturalist.org/observations/85830468,https://static.inaturalist.org/photos/141285407/medium.jpeg,,"",5 individuals dried creek bed,1,0,false,2,"Capital, CA-BC, CA",48.4147482505,-123.7046259083,8,,,,8,,open,false,,,,Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
85830816,2021-07-04 15:11:17,2021-07-04,2021-07-04 15:11:17 UTC,UTC,3860770,jaahljuu,2021-07-05 21:46:55 UTC,2021-09-08 15:38:15 UTC,needs_id,,https://www.inaturalist.org/observations/85830816,https://static.inaturalist.org/photos/141286182/medium.jpeg,,"",,0,0,false,2,"Capital, CA-BC, CA",48.4145874856,-123.7042446155,11,,,,11,,open,false,,,,Capital,,Canada,British Columbia,Capital,western red cedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
85830934,2021-07-04 15:13:04,2021-07-04,2021-07-04 15:13:04 UTC,UTC,3860770,jaahljuu,2021-07-05 21:47:55 UTC,2021-09-07 16:15:49 UTC,research,,https://www.inaturalist.org/observations/85830934,https://static.inaturalist.org/photos/141286338/medium.jpeg,,"",5 dying tops on a steep slope,1,0,false,2,"Capital, CA-BC, CA",48.4154140251,-123.698448278,9,,,,9,,open,false,,,,Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,"Healthy, no dieback(0%)",4-6,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
85831032,2021-07-04 15:29:08,2021-07-04,2021-07-04 15:29:08 UTC,UTC,3860770,jaahljuu,2021-07-05 21:48:50 UTC,2021-09-07 16:14:35 UTC,research,,https://www.inaturalist.org/observations/85831032,https://static.inaturalist.org/photos/141286547/medium.jpeg,,"",,1,0,false,2,"Capital, CA-BC, CA",48.4173541004,-123.6907006335,9,,,,9,,open,false,,,,Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
85831701,2021-07-04 15:30:37,2021-07-04,2021-07-04 15:30:37 UTC,UTC,3860770,jaahljuu,2021-07-05 21:53:37 UTC,2021-09-07 16:14:20 UTC,research,,https://www.inaturalist.org/observations/85831701,https://static.inaturalist.org/photos/141287669/medium.jpeg,,"","Midslope dying, dry, orange terminal needles",1,0,false,2,"Capital, CA-BC, CA",48.4176237881,-123.6903554667,7,,,,7,,open,false,,,,Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
85870718,2021/07/03 12:03 PM UTC,2021-07-03,2021-07-03 12:03:00 UTC,UTC,2015364,jey42,2021-07-06 03:50:10 UTC,2021-09-07 16:12:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85870718,https://inaturalist-open-data.s3.amazonaws.com/photos/141362655/medium.jpeg,,"","",1,0,false,,"Nanoose Bay, BC, Canada",49.2837416667,-124.2302033333,,,,,,,open,false,,,,Nanaimo,,Canada,British Columbia,Nanaimo,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,No selection,Small (can wrap hands around trunk),Other,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,60,Yes,"Mature second growth logged area. Douglas Fir and Shore Pine dominant, with Arbutus as the dominant deciduous in the mix. Flat dry site. Very few cedars, and the ones that are there are smaller understory trees. They are healthy though. Old logging roads and bike trails throughout the area."
85951101,2021-07-06 12:44:53,2021-07-06,2021-07-06 12:44:53 UTC,UTC,4300487,d_farmer,2021-07-06 19:47:11 UTC,2021-10-09 20:57:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85951101,https://inaturalist-open-data.s3.amazonaws.com/photos/141509278/medium.jpeg,,"","DB #2 - 1929-1486/1

Hoyt Accession #2.  Healthy, large red cedar on a slope, some invasive species.   ",1,0,false,2,"Portland, OR 97205, USA",45.51662688,-122.71450219,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),Rural,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,45,Yes,English Ivy all around
85988471,2021/07/03 6:50 PM UTC,2021-07-03,2021-07-03 18:50:00 UTC,UTC,2015364,jey42,2021-07-07 01:53:26 UTC,2021-09-07 16:11:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85988471,https://inaturalist-open-data.s3.amazonaws.com/photos/141577737/medium.jpeg,,"","",1,0,false,,"Nanaimo, BC, Canada",49.275425,-124.1196183333,,,,,,,open,false,,,,Nanaimo,,Canada,British Columbia,Nanaimo,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,No selection,Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)",Seasonally flooded area,,Floodplain or valley bottom,No,This is the first time I have seen this tree,60,Yes,"This is a small community park, with well used walking trails. Second growth in what used to be an old building site (foundations are still visible). Douglas Fir dominant, some Grand Fir. Very few cedars, and they are small understory trees. All the cedars I saw were healthy. Central area of the park is low and seasonally muddy. Slopes down to a small bay. Rocky outcrop above bay has Garry Oak and Arbutus."
85989702,2021/07/04 12:03 PM UTC,2021-07-04,2021-07-04 12:03:00 UTC,UTC,2015364,jey42,2021-07-07 02:07:20 UTC,2021-07-08 17:34:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85989702,https://inaturalist-open-data.s3.amazonaws.com/photos/141580256/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",49.276675,-124.9263033333,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,30,Yes,"Site is just upslope from a lake, just past the last row of houses, on a well used trail (old logging road most likely). Above are active logging areas. Douglas Fir dominant with a good mix of cedar and Western Hemlock. Lower branches are dead and mossy, but likely just from age. Upper canopy is healthy. Other cedars in the area are healthy.."
85990724,2021/07/04 2:49 PM UTC,2021-07-04,2021-07-04 14:49:00 UTC,UTC,2015364,jey42,2021-07-07 02:19:02 UTC,2021-09-07 16:11:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85990724,https://inaturalist-open-data.s3.amazonaws.com/photos/141581882/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",49.269185,-124.924005,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,More than 10,80,Not sure,No selection,Medium (can wrap arms around trunk),Other,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,,Summit of hill or mountain,Yes (please identify other species in notes),This is the first time I have seen this tree,120,Yes,"Site slopes to the SE, and is near the top of a ridge. At the ridge the aspect changes to NW and the forest abruptly changes from Doug Fir dominant with cedar and hemlock (where this sample was taken) to Shore Pine dominant on the side facing the lake. Rocky ridge, thin topsoil. This tree has the top 3/4 dead, and the lower branches have thin canopy. At least 10 other cedars in the area in similar condition, some outright dead. There are also a few pines (at least 4 that I saw) within sight that are dead or have many dead branches."
85993500,2021-07-06 13:25:37,2021-07-06,2021-07-06 13:25:37 UTC,UTC,4300487,d_farmer,2021-07-07 02:55:27 UTC,2021-11-13 20:21:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85993500,https://inaturalist-open-data.s3.amazonaws.com/photos/141587497/medium.jpeg,,"",Hoyt Accession #9.  Marked red cedar with some dying needles.  ,1,0,false,2,"Multnomah County, US-OR, US",45.51671999,-122.7180051,9,,,,9,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,0,50,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,45,No Selection,"somewhat patchy, thick veg all around"
86002017,Tue Jul 06 2021 14:00:27 GMT-0700 (PDT),2021-07-06,2021-07-06 21:00:27 UTC,Pacific Time (US & Canada),589010,e1m2silva,2021-07-07 05:13:29 UTC,2021-07-08 17:41:24 UTC,research,,https://www.inaturalist.org/observations/86002017,https://static.inaturalist.org/photos/141603832/medium.jpg,,"","",1,0,false,3,"Cooper Mountain Nature Park, Beaverton, OR, US",45.4465797125,-122.8711571173,5,,,,5,,open,false,,,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),,"Healthy, no dieback(0%)",0,0,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,No selection,Yes (please identify other species in notes),This is the first time I have seen this tree,"",Yes,"Other plants in area show heat stress from heat dome event;Dead branches, bronzing, splitbark This was after heat dome event but tree has obviously been struggling along time - bare dead branches throughout"
86341189,Sat Jul 03 2021 20:16:24 GMT-0700 (PDT),2021-07-03,2021-07-04 03:16:24 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-07-09 23:25:57 UTC,2021-07-09 23:49:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/86341189,https://inaturalist-open-data.s3.amazonaws.com/photos/142223301/medium.jpg,,"","",1,0,true,3,"Reaney Park, Pullman, WA, US",46.731155,-117.1742783333,6,,,,6,,open,false,,,,Whitman,Washington,United States,Washington,Whitman,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),"Healthy, no dieback(0%)",0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Floodplain or valley bottom,Not sure,No selection,"",No Selection,""
86350419,Fri Jul 09 2021 17:40:16 GMT-0700 (PDT),2021-07-09,2021-07-10 00:40:16 UTC,Pacific Time (US & Canada),539791,dniall,2021-07-10 00:47:18 UTC,2021-12-10 21:53:54 UTC,research,,https://www.inaturalist.org/observations/86350419,https://static.inaturalist.org/photos/142239165/medium.jpg,,"","",1,0,false,3,"Boyer Ave E, Seattle, WA, US",47.6340780321,-122.2991664306,58,,,,58,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,Not Sure,tree is dead,More than 10,70,Not sure,"Inner stem decay (rot, hollow center, etc.)",Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Seasonally flooded area,,Lower slope,No,Symptoms first observed 2018,15,Yes,One of two seasonally wet sites in Washington Park Arboretum with dead or dying cedars.
86364022,2021-07-09 11:33:09,2021-07-09,2021-07-09 18:33:09 UTC,Pacific Time (US & Canada),3114708,and_allies,2021-07-10 03:34:10 UTC,2022-03-28 00:54:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86364022,https://inaturalist-open-data.s3.amazonaws.com/photos/142264856/medium.jpeg,,"",,1,0,false,2,"Centennial, Portland, OR, USA",45.51075,-122.4915694444,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Other (please describe in Notes),Yes (please include photo),1-29% of the canopy is unhealthy,2-3,25,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,No selection,No selection,No selection,,Yes,newish 15' trees with new tip dieback.
86443651,Sat Jul 10 2021 11:21:40 GMT-0700 (PDT),2021-07-10,2021-07-10 18:21:40 UTC,Pacific Time (US & Canada),1421299,jmcgee999,2021-07-10 18:28:42 UTC,2022-01-24 18:58:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86443651,https://inaturalist-open-data.s3.amazonaws.com/photos/149799483/medium.jpg,,"","",1,0,false,3,"Marvin Rd NE, Lacey, WA, US",47.0810347768,-122.7813376986,65,,,,65,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,7-10,100,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Area is flat (e.g. field),Yes (please identify other species in notes),Not sure,10,No Selection,Nearby Douglas Fir also has dead canopy
86499162,2021-07-10,2021-07-10,,Pacific Time (US & Canada),4639627,zhanranshi,2021-07-11 01:32:16 UTC,2022-01-24 19:06:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86499162,https://inaturalist-open-data.s3.amazonaws.com/photos/142505177/medium.jpeg,,"","",1,0,false,,cloverdale,49.117175,-122.769273,43,,,,43,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"None - natural forest, far from development",Upland or well drained,,Lower slope,No selection,No selection,,No Selection,
86567573,2021-07-10 13:36:28,2021-07-10,2021-07-10 20:36:28 UTC,UTC,4071872,johannaparadis,2021-07-11 15:04:49 UTC,2022-01-24 19:06:19 UTC,research,,https://www.inaturalist.org/observations/86567573,https://static.inaturalist.org/photos/142632956/medium.jpeg,,"",Third year of this cedar dying. Lost its needles from the top down.,2,0,false,2,"Comox-Strathcona J, BC, Canada",50.2833265967,-125.1980270818,500,,,,500,,open,false,gps,gps,,Comox-Strathcona,,Canada,British Columbia,Comox-Strathcona,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,2-3,80,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Lower slope,No selection,Symptoms first observed 2018,,No Selection,80% of trees within sight are unhealthy; fairly typical of the dry shoreline in this area in the dry shoreline environm    ent over the past 5 years;
86581975,Sun Jul 11 2021 09:24:48 GMT-0700 (PDT),2021-07-11,2021-07-11 16:24:48 UTC,Pacific Time (US & Canada),4311711,hoytcedar,2021-07-11 16:32:28 UTC,2021-07-11 17:40:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86581975,https://inaturalist-open-data.s3.amazonaws.com/photos/142657294/medium.jpg,,"","",2,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5159155789,-122.7185351365,12,,,,12,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,8,Yes,""
86585445,Sun Jul 11 2021 09:49:24 GMT-0700 (PDT),2021-07-11,2021-07-11 16:49:24 UTC,Pacific Time (US & Canada),4311711,hoytcedar,2021-07-11 16:53:50 UTC,2021-07-11 17:39:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86585445,https://inaturalist-open-data.s3.amazonaws.com/photos/142663944/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5159219648,-122.7190091377,50,,,,50,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),1-29% of the canopy is unhealthy,0,0,No,No selection,Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,7,Yes,""
86730250,Mon Jul 12 2021 09:06:26 GMT-0700 (PDT),2021-07-12,2021-07-12 16:06:26 UTC,Pacific Time (US & Canada),1762295,pdxmat,2021-07-12 16:10:59 UTC,2021-07-12 17:07:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86730250,https://inaturalist-open-data.s3.amazonaws.com/photos/142927297/medium.jpg,,"","",1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.513346016,-122.7195829207,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Medium (can wrap arms around trunk),Other,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),No,No selection,10,Yes,""
